"train_loss","val_loss"
"1.2941684708920622","0.7813143511361713"
"0.6753463540186506","0.6416967616805548"
"0.5647030108646035","0.6140428660791132"
"0.512200437041361","0.5188897138909448"
"0.4831203004952941","0.5235705322857145"
"0.4635267410196984","0.5156636275822604"
"0.44898712074260977","0.4948550028891503"
"0.436651431580088","0.47163647149182575"
"0.4264969552662581","0.46142176076581204"
"0.4168185620133811","0.46350792842575267"
"0.4081360075328904","0.4532375337579582"
"0.39928046572627796","0.4482759080732925"
"0.39197167546065376","0.4336898068461237"
"0.38573910201441","0.42814436328562"
"0.37821120632165023","0.41988534452039983"
"0.37316709864876674","0.41320559174954136"
"0.367283760500488","0.4195722775368751"
"0.3608859491659634","0.41231559877154195"
"0.35595812109996006","0.4048026728479168"
"0.3509883385524948","0.4502994387964659"
"0.34551049186699173","0.3914630963832517"
"0.3419560315544163","0.4324628799399243"
"0.33696336110136405","0.39651389552068106"
"0.3329002907567187","0.3849034267890302"
"0.3279948649900173","0.38986655220955235"
"0.32338956663253976","0.37557001732572726"
"0.31952287290872794","0.3750527629369422"
"0.31613852110689383","0.37373450587067425"
"0.3123392591328382","0.3758308544189115"
"0.3084822146575461","0.37523843517786337"
"0.30486430174538065","0.3970911342509185"
